epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold,pred_total_duration
15,2.0587773619068637,0.24936172275527105,0.0,7.616921351144188,0.7136475404626444,0.0,0.5899202617051728,0.3628659476117103,0.7861855178443685,0.49654860814779483,0.5219521594318588,70.98453537403576,29.015464625964242,0.0,117.7
16,1.5236497126721047,0.24422475378456954,0.0,5.28901070356369,0.7693620465303722,0.0,0.5833776323860151,0.360396819712055,0.7998569271123123,0.49690146408907987,0.5084092598199785,72.59799308782652,27.402006912173487,0.0,114.87368421052633
17,1.8449513224532474,0.23936635839778023,0.0,5.853947263014944,0.7038810684492713,0.0,0.6015538744632999,0.36887268861297795,0.7721961688260075,0.4992548435171387,0.5424591923807427,69.87677019480039,30.123229805199607,0.0,111.50526315789476
18,1.6346608714477435,0.2381508153032612,0.0,4.237649316850462,0.7805177294894269,0.0,0.5706808423635248,0.3517141749762165,0.793418647166362,0.4873785459694351,0.4935451017093782,73.25929316588318,26.74070683411682,0.0,121.21052631578948
19,1.6788172643329646,0.22131921164691448,0.0,6.382061619507639,0.7845260500907898,0.0,0.5746473113882642,0.35444471979325237,0.7958031952944917,0.4904477319486627,0.49805940158000495,73.35944135777007,26.64055864222994,0.0,122.71578947368423
20,1.6539093031472452,0.2211330174594312,0.0,4.665688922530727,0.8469488848196832,0.0,0.572132488243713,0.3525962557400212,0.793418647166362,0.4882247927416791,0.4954994632387349,73.4865484074653,26.513451592534683,0.0,122.64736842105265
21,1.6573465622558787,0.21955085696803556,0.0,3.754944399783486,0.8253557282058817,0.0,0.5879779186260479,0.35979110337419906,0.7721166838884032,0.4908539666498231,0.5242093093671722,70.59642450647439,29.4035754935256,0.0,112.88421052631583
22,1.7523749156578168,0.21557655595746394,0.0,5.239171768489637,0.8479568126954531,0.0,0.5767327744837456,0.35576000852545203,0.7960416501073047,0.4917509574781499,0.5007844972336151,73.3366889561095,26.6633110438905,0.0,122.28421052631577
23,1.6790604260120843,0.22201419395168084,0.0,2.4100832248988904,0.7189381710792843,0.0,0.5732978940911879,0.35323488792096036,0.7928622526031317,0.48873101420872117,0.49726114123702825,73.10704485009146,26.89295514990854,0.0,123.35789473684211
24,1.725103861576802,0.21841842067000028,0.0,4.928760861095629,0.7193839887255117,0.0,0.5818033122060928,0.35632687324354906,0.776011445831015,0.4883941970985493,0.514547606595282,70.52544469936501,29.474555300634997,0.0,117.7578947368421
